Vendor_Name,Product_Name,Product_Category,Brand_Name,Number_0f_Unit_Sold,Sold_Dollar_Amount,Avg_Unit_Price_Sold_Amt,Reported_Date,Product_ID
tzma.-eacmnkoarom,zlWTSmlrBLoeaJeen.hx9w4N-SsoNoa8raze0o'cFn5ho5,nshgoe|mo|ohCStilnWe,oclhB,6,206.82,34.47,2021-10-15 00:00:00,BK2M8001H0
zo-amc.meanaorkmt,tslzayuiglt1eahplevbbsetwrcseyt6rdclctarcrsopuscrrppunamdigra0pttas0nlkscnhemtasyibgaooagisesfiipmilpwdddoih1kci,Hmeo,bryeTe,17,522.38,30.73,2021-10-15 00:00:00,D0ZZ8R9BV1
ozm-rtekcnmaoama.,ABiWs6cll1oue)Sd-e/k3nsS4XSGCgklhInenaeMEnCotcnBRn('a,MChnohgen|il|eni|ngSosunRt,CSISA,7,384.65,54.95,2021-10-15 00:00:00,8Z8B189QX0
cmzt-oomeda.ancir,lo)uii2tmyaekeelowlwcliefmeopriotdtdpndgnemeheoosrnpalgnlpr2sibrinsgusas(ilicwefekiphcfi,eBH|ngdiedom,rSate,19,854.81,44.99,2021-10-15 00:00:00,PBH4W6B0W7
rct-.oamkzaamomne,ssglpnrird2-alpeabsnadfmrfrtbpmavpllpladaelnlitaba(esnelfonrtnllorunarigtrorefpnfdnanirgofodlkthfoeaoo1entnoeawbefltoruicccnt)nereaaashney,lt|eyaoSrrbBsl,EDNOT,22,454.76,20.67,2021-10-15 00:00:00,BV7J2R0KQ3
eraom.nmoc-kmaatz,vtlmsftdaonodtrmhidieoeutbiadrdocplomditdrpespsplin@yoaeabarer0s66nbooagpa0yseeeewrytspcraenneeigsn,Mt|hpeSeipalulieaHcdsl,esE@Hmyao,6,98.7,16.45,2021-10-15 00:00:00,EIJB1WH4F0
nortabao-pn.mmcziucsP3ois,tsrlmeaactlimm2eisoisuouk(fetgn[ue0amudrtop5u)pir&pkeiiianm1%]ci&trkbjainp9weemp-unhcygute&ofldmcnccm-imts2tnulugrmcirrsdcaxrngp,Stplnel|uespheatHm,shaaCuNptmr,22,570.9,25.95,2021-10-15 00:00:00,2BJV0HG428
crnao.zamt-makmoe,7eFc-rSllisoilf.reiPcessSrmFowrryseorAt3esaFTrahNkspPrsRGrreaiosretDnAPCQleaAiAieyoGnperrfcniiheatawryPerrwenriFcey,ntiKoHh|eemc,RLLAYM,18,287.82,15.99,2021-10-15 00:00:00,8RB06TSGJH
rmcaokezam-amon.t,ilwhlef1pocoolpcneallwhlnochemtlbswlecik8eoellnoeavnltaohsnsicsluwasafrwvieohvlkorecpueslvnieslcanoow8alwrmol4oacoilnsr×eiocepoheooprdcrd1owihpwpno,midHe|edonBg,OOODSMV,42,380.56,9.06,2021-10-15 00:00:00,BV7J2R0KQ3
oz-ammnmaerkato.c,debonuc3slcf4tl0opssnaid0nwlernhiegfmteaynupotkmsierhgoddneaplihm0ouyiop2evtmthitriyales5etre0tuceeseletmfalnes3-vm,aeemHlshpnuetlSt|p,iNeavng,25,389.96,15.6,2021-10-15 00:00:00,20VLQ7GS7B
mrca.e-toazmonkma,iibohpicsrarecblfcfteaesrnnhmndnrob60epmlnrmneoengselaemtaroaduortaespboew--el-olkrpaeonasnhloeoeitemnlemoctie-tagsenrewnuuac,t|aheHpleSel,olrNta,36,787.32,21.87,2021-10-15 00:00:00,DB085B8PS2
a.omra-azmmentcko,heibbspsmahghulslrfeocvdorlgaokarpykcocytnrcekrlacamrrgvdfdalgotweoobbbcrkastamkasnaiyezoetclppaseadik,ggLgaCehl|gounit,EAKOMZ,35,580.03,16.57,2021-10-15 00:00:00,NTXBS703XL
aaoa.tnrcmek-momz,o4dceatrsfolcnttwribcnkotsgtdblsirarsuyoonmlrlienhtl2iotxrgdo0netuaeyresgeaeholihegrirnalsprfmnheweddimkgoor2adoaiatn0ijolhtffgottnstysllsseeamiaeyhkdrfilgprawgoohoaisttmmi,aaSos|lHeoenm,AYAJNLIA,28,356.44,12.73,2021-10-15 00:00:00,1FA089B0PW
tdc-iameoaomcz.nr,ieCofnPsmdeeunpf2aatCo1lPiefcCKPetCouf-ycenrom,r|efeeey|revasoGeCorBgcf,fmeCCyomnefoitu,24,191.76,7.99,2021-10-15 00:00:00,0ZOPGK807B
or.matmnaokce-zam,omoyrazfsyhi1oeyoedmnmpte-i1alvorsbfekoyoyr)eufn5tonndriffptahozlnspesu.zsrertufo-dslolcwmf0soowy5isl(sudewleonom.e1iboum,|ionSteMhsegln|Cho,toofo,4,99.92,24.98,2021-10-15 00:00:00,98ZR04L4JB
er.a-dcizoomtnamc,"7aMlei'rcrin1""anxtdjlseO3srgvee1yi0Gu'Aarenlo""aWRtrieA0atA",RseoHmg|u,ieirvWrcesasttA,15,1818.58,121.24,2021-10-15 00:00:00,0M5BD5LY8Q
rs-zpniacooi1ousncmt.bmPa,trvuiragfeberwepkntorofcelahyaadsturt3gile(soesecoy2rahttei(kstripgoo)nsturariyaauoeersnfn2enflcgpee.oenuivplldanavf4dc,tuBeya,hloel,24,359.76,14.99,2021-10-15 00:00:00,BL8066Y44P
kme.nmaoramcoa-tz,drueeshesbcaeiqfcfegtlebrslps…uuisuferwephehghgspsu2jsihapamscahtgnbf8eteoozorusgepocsensfgaudcsrunagoauwcsdewlcp8ms2ridcpkalheazeivikaatgfbettriniatcmecalcapollmug,mi|etKnoHhce,DPQPAA,5,109.95,21.99,2021-10-15 00:00:00,7I10B0QK30
nk.maoatrmmcae-oz,maSinetneiret-SsMkd'ylCEBnKwharcgskeSoictnlesmGt7eseei-se(reUM)mFiouWhBlerl,sniFhlaS|eoColn|Wths|meotg,seehScrk,6,239.88,39.98,2021-10-15 00:00:00,6Y0B1DQ2FD
.camaka-omtmnoezr,#NAME?,|aendrOinroudtGog,lHmwbuoP,5,127.45,25.49,2021-10-15 00:00:00,BUG107FKIN
rmncoe.z-mmaaotka,ar1dltelgocLtoeocwCiCna0eediCtutCeevsNaPVekiCNloiGettnd0iaa，utGWiFPG5isexsroee/HsrneienavtntlM1lasteoceapoanPKaggrrhyhFl+al,a|sesCnlleCehPos,CreaosP,6,119.94,19.99,2021-10-15 00:00:00,BG52W705F7
ctzaadcne.mior-mo,"zectnphstseoabule1eeshgs-roodiktiichepsrabhesstnrcel4rt""iaaacgcitmpfmwhawocfeiwteapyseoesriyraorwt",aftesPrCpr|a,TZOISS,22,82.45,3.75,2021-10-15 00:00:00,YDYLXC6B0P
m.c-kmmtrozanaaeo,"hb4ioniotanxchollercb8usoeodhehnhapacecio1nc""se1vwrtsirwlmhhmte""8rcvtecokdcaoytitoiousa",|nHgdiBeemdo,tnmToH4Eoi,5,49.95,9.99,2021-10-15 00:00:00,J0D6MM9BMB
o.nkomamamec-atrz,upepincekdnsaurarrz-CeSggoe)aiseebiFttMibiRree(Delr--eaaazhlCiniqioG8iRalBnFlrSelDncAnHhctnldozcao.za,rroGcye,kcli-h-iCFA,29,279.98,9.65,2021-10-15 00:00:00,7R82BXZH06
dco.rmnoaezic-tam,ihad3dpony.mzs1oceloh,|kiunrSBeCaat|yoBdey,CHD,5,51.45,10.29,2021-10-15 00:00:00,88B0MNBBPY
ooacmazm-tnmrea.k,0idmcumoeoolsiois0niputlmtian0ngarim(l1veepdot-h3tniarsstfiihle0vcsa0sxa0bu5)anralgzei00tonu2,aleHth,asnrloC,5,99.6,19.92,2021-10-15 00:00:00,N9N3B6028Y
purcbi-omzaonmtsiosn1.acP,bbokiavddlcunyoypptseuefantlkns2utnboaoaeh.cprncwrrceoor-4cimw2inoa0bfesfolsmbwee,r|yeoveece|GBeraergfoCsf,ornlBkoyaBesn,23,343.62,14.94,2021-10-15 00:00:00,RBRD0FDR38
t.comeamrmoaazn-k,yrine-dlckpnlke-snalcsrspcsqsairgbbusplnifbebdgbqrurnaataestbobtoselneheksiroaeraeiscabmsldksppa:rogketp-nibgbab-iodqurup,roeycGr,BkreQaorBBrPl,8,134.62,16.83,2021-10-15 00:00:00,0B1G8Q7Z4H
#NAME?,eiwte)apw-wdbtettcals3aaottunotuetztspilwrar(oeeilb-bro3htssrtiuuea2or&ialdosteoiwtnttsstrullat2eelhewssssaozs(lid3tw),rstoSp,EWTIREAC,3,50.97,16.99,2021-10-15 00:00:00,3QC38H9HB0
oecoarazmmkt-.amn,ssnapmcawTTn2onMZsrhyiioIuTpetrnoeaereGMmerFte,neHmgoddB|ie,unsiZ,17,1189.83,69.99,2021-10-15 00:00:00,KM2JBQ8NN0
aanmmoeaz-crktmo.,uaeetfn3Ct'oensSez2spzazccr)WR6Coee.suuBk(otldPiciteyE2OahkCSrePEahtlsoggnaabte,re|dryacnoyGC,Rseees',16,335.84,20.99,2021-10-15 00:00:00,0M5BD5LY8Q
czaaromm.amtk-noe,noaci.trifregyaogaoateilnimtoai515aekallvatlodnhvancmsuetltsornlhmise03oprilalhlslferigailzeaoorschpdpullsnoi,iluaMyotBNeh|uikap|slPae,VNVAEALIS,4,22.36,5.59,2021-10-15 00:00:00,7CS5RBT2B0
mroatommc-ezk.naa,7apagrseirkrldoceeioommimtncuvl2nrschsyeaidenecsepbnceinpandeteicesenew,s|lHmelatehpuenStp,cinEeSePc,27,944.73,34.99,2021-10-15 00:00:00,0N9281TDLB
nsmnoaobsc1r-zuoapmtPci.i,pyp1ef&toulnrbmozrrednfmrrmefmhsaoyhmeuseciomeshagrtddoevdteaaoohpoaamaoa6ecs4paogaarsee,o|SpaaaeBair|tuoHhyrmeC,EmSemeRT,5,101.8,20.36,2021-10-15 00:00:00,7R82BXZH06
ooamaz.maenk-cmtr,euiihf，rlpilliigezspfotnethsetdagbiamenbl4tsaairagtgdnanfyrclhilhnos5dpxkpplmo(fd，ableerdthstruml5geehlxliohresawnestrhd0)nhecaftsciiiigelgbhsmhsshgmlgroggercfuehioheaah,rnefymeHStaI|otopemvme,OOTGWON,28,254.52,9.09,2021-10-15 00:00:00,TB3M42000F
nzmmaeto-acmr.aok,vrncvgtespeergennccctradearai0emhheeghrd1rhplaii5lvlreaivmpeharno5eohcwree8cahcamaorrlosel5artprcpbcahcrteloueeptarldllbtscpsroqcpraeeritei,Bautey,enidrFa,16,137.11,8.57,2021-10-16 00:00:00,B5TYN20Z91
#NAME?,s281webkmlemv2pamatifoniiiacteoapdlau1vokiehsdigl6hnrelnlaao/odohlntsle2lumthnewmuraabbiik5myctmlrbtrw3ducprtglminemaegalnhceine0es/e0iutmldmtoemttds,eotngeeophLmmigH|iIntvmr,EEMIKE,14,330.93,23.64,2021-10-16 00:00:00,Y3EB0A06HL
ar-.ammmnoctzokae,oilgauocue'iwpskscepeeeji3-ntchcot-etnkmcsiprefawuteaucwcoe-nmrbdeupleillhmbsgo-iso-arsilrnehimihshlgeotclseaonlpcio-ymas,rcnoaeysck|rGS,BepeceooCkylPeJhfrie'se,16,111.84,6.99,2021-10-16 00:00:00,7B0K4T4VYD
in.dmremocto-acza,lrnoaasr'uepcutset(lmecspetfp)ooaarueetmymntttsrntmyre1shnaw,alhetH,'aaNurNertetus,18,145.56,8.09,2021-10-16 00:00:00,0PND9KB18Y
rneaka.mommzatco-,hrannafub-lnsasdieelpil0tl1medeib,igoy|kroCrGonce,sluPAA,26,857.74,32.99,2021-10-16 00:00:00,Q07BQ2BPBZ
otdzm-erimo.aaccn,pv1egpfoandk.stooleeeutalilaeeciewocapdpstdtneeetxodhrca2n32z0raey8knr5au,kpeM|Butuaeay,CEIVRLGRO,5,49.7,9.94,2021-10-16 00:00:00,MANABIZ701
dotanzioemc-c.rma,sborin)epoknenudtsofiseaoomanncp4e(f2pelco3u,usoshodl|euiHeHloSppem,adGl,23,298.77,12.99,2021-10-16 00:00:00,2FYT4B08RP
.kmnae-amtmaozorc,"fwrigkbace6e)mi(1gtescmntrntre1voassrdiocoihotl1ednenrrcrwlodehsimapnececinngo3aieshtaltohltgnokd""a""llhrinlpessivata.oheplb""pisfotepmermeiwdngi""oeopkso3lster",CeaPh|slnesCeslo,NENMALO,3,38.97,12.99,2021-10-16 00:00:00,MW0B1EVZE1
eoo-cmrmdacaz.nti,acoaynahecfodclfmnrl1mebptdcaaeitcawnrjedte4pklacdn(cfeu-kiiesnodeefxetmlanadpbrgbaanvaeranuurwostubr-ewa)rlo1acugwifmatsipsdyhrasokna,inrcrekG|oyoCog,siBrBncrhdee,22,109.78,4.99,2021-10-16 00:00:00,X00Q0WULB8
tmzcnmreooa-aakm.,mmpntnmieznratfggaexm1rfwpkenga4ecii(iilarea6nitniolnoo4apdemuugsuaeetiolo)8gneeogtlriorarocfvcx,aoesrrnSc|kGcy,rPwepUo,6,256.38,42.73,2021-10-16 00:00:00,88H0KXV3MB
cmorma.akteonmz-a,bglopgfotdbauneiroteadbucleic1dr2atene1retuhpobtmtlrraointchc1ctds(elrevep6epbnutsaipeihfwreobilpnwhloc)oowivomeuoarayaepkssmrdislan.hpotrsnttenhe2chlfeh,SrrohcntsteocenesoCPePl|lre,uinlA,22,329.78,14.99,2021-10-16 00:00:00,PLQSB7VZV0
mmkrtaocnzaomea-.,BPoeyFtar2irlooDrrutnnLC4c.tSMS1omHre+ioctopPtediPaFla3nentzqciMedyrouFi,nnekiyasiSSz|tktBoMruasriirCue|e,iilnuCeq,7,343.0,49.0,2021-10-16 00:00:00,2BJV0HG428
emmazkam-.rantooc,f2leoswdedysalte2of1leish8rla1ysn2658i1bcnanr5ameehrsprdterntheragc2a6l5tba5ill28rkreehkdnnaehpgctmep2dinrsmooskmacpmig(eo2harrocidicwcedtkrlco2yacitc85gl)rcw5lnli2t5,niCt|rPos|kmpclrneeErtinertuosIc,inLemik,26,1037.4,39.9,2021-10-16 00:00:00,0ZOPGK807B
zomoareaammc-.tnk,tml;iirsyrtmsircifmlee1snymsfafetdt0ioyuonvdmhnoctugsaatebgnsgxmo0iepiensho,ltasxsnelaleHWuehl|eS,oXchgaoin,24,479.76,19.99,2021-10-16 00:00:00,H0MQ8RB7HG
nezaroa.m-tmmokac,9rire)sukduwgr0n0twn/imurhed1ee'stahemar(ca-lx1b1sedcosa,Csi|hhunegltRnenM|io|goSnn,nrAoruermUd,5,262.45,52.49,2021-10-16 00:00:00,Y198VBD078
n-acaareo.mmmktoz,tluloreroamsftmsophtryedreirfepadiyulsacieitieigeiieka4nursanrsaehnrlecdpnaoealnersatdlnunlaftsnlrcaioiituzeroiskuernoinaairlte-aflroirdshafailespinfeareta-lepy,c|iteeenMelaAtnrvdHialthei,lceHMtosaipsil,28,586.6,20.95,2021-10-16 00:00:00,NLB8H43Q0H
mammrzaaotconek.-,0reore0mam04st6detdcdthibmrdtl5df6pi523l5c73rs6m0d6s0a52h070od5ri7redrt05o50cand5dr30t58ocvmedg91p6508016tntoie8apdld7s7ies77tox0672m8t2d4r0oi0dod7id6drtc,s|nteharsecasloaEF|eimlcCr,CJJ,17,118.83,6.99,2021-10-16 00:00:00,GPH0BB0OR0
kramamon.mozc-tea,aPmPcdsoeBrkkMicirPr.tLumbcTel2sry.exrBuaF-ulNBp8aoly4n1urS8indWe1sPdemCiPMu-Rol,ii|mroAexistrsEuArcteocsoovete,tPeuscsdorruyB,34,976.14,28.71,2021-10-16 00:00:00,B4TRX04D7R
mknooeam.atrzm-ac,ine3iarefcmaumiexpsaeetynittehl5teoyriktoeuentehuitrfewcepdrvocabtelen%ihsulfseonvbfwid3tmavaastnilinpgiaetsi,tBeauy,HONCA,5,49.9,9.98,2021-10-16 00:00:00,J0D6MM9BMB
1ooaccsztmmia.-nPrponsubi,h)o2t2'ybkele&5esueraneeuzlnufr-eiacerlm.cntlbpbdmcgoar(alutflbuopo1e,eatheH|pellS,H'ysdnla,23,620.77,26.99,2021-10-16 00:00:00,0N8M9BYWKT
ostPu-irmo1mocabsizcann.p,dreoicelvcticcaduandwmouhracduaaeapts2ykcvvynemeeoerfdznibtea5tloooforroeaiilron1fgouleioonviuerngbnneewnpban3iaanefmneiopidhtat&erosacnnlomaanernfsroenmhth.ulta,|ahHm|itarCuaroBSeapeyo,ueaAlPteBoLnatvyedn,15,208.35,13.89,2021-10-16 00:00:00,0B1G8Q7Z4H
#NAME?,nreoplseshifvnbhcesyudnimodaucmtielrennecraniocoi0it1chtnislteereioansicp3nlrrdboniaiseoss,nrhonccat|HpoessidlEee,ESOMLTC,16,119.84,7.49,2021-10-16 00:00:00,7R82BXZH06
ramk.-aoaetoznmmc,rotprehklpstrlbfktllptaedelnisreeatlsccuraurirersoieelagglnitizusodayikatpwsnisbsmpnhasaoupitriitpttirnhmtgipoo2aanuspordspepfceranelnertcncreresstateadankdpeiget,lsRleSeippp|istuePet,FllBiuev,15,171.86,11.46,2021-10-16 00:00:00,MANABIZ701
eotkcamaz.mram-no,phedmipivgagpyxccrpxnpaesrwmoeiiupthmtrunxlnhihsrnaeeonpclecolhresmixev6elatfblptnrynrrhieopoohloucsbrolmfas5sodtadmscrpcdratupowdrusehbelesi.ifrlwni,CenelPhseC|sslao,OKO,3,35.07,11.69,2021-10-16 00:00:00,0BTQ0K59B0
aaknom.aom-emtzrc,die0glnab'/uloaft/1ayocc2aei2neahnuirrkrsvtrleie.sdrnslclmsnmng,oilnnh|ghsgnnoeStC|uinR|eM,aiadds,3,164.19,54.73,2021-10-16 00:00:00,0TBQ8W52GQ
ok-atmarzmneoa.cm,sltiaaliryesiemcaahodeaes3ceisofnpere-tsn&econssi,aBucaMeyr|ua|aeakspMt,cooTeadF,2,17.5,8.75,2021-10-16 00:00:00,X00Q0WULB8
raaoamm.ce-montkz,ifrlooedirwrlieysisrsentrrtwictbhd0ndriehestcheliep/tsabkanbitmtspal1yo0tsnartptoabeniaowit(dfeyocpl2dwetpecwrogiiras)irmyrdgegartiiehaatstdcemeltygomtoorgtauhandpdrrret,oHme,EOCRW,15,99.73,6.65,2021-10-16 00:00:00,BG52W705F7
aark.ozeanmmtcmo-,2oadaah0worie00ta713mtc-nop80re,itvuieoAOomlt|,aHond,5,59.55,11.91,2021-10-16 00:00:00,08TB8HB47B
tdaon-roceamzc.mi,obsusiow'2rsocccl2mormrxeawea6ruweesntcl8hniatsnf4aevntaw,Woe-oaeSn|nh|miChnsnrsto|giioClgrTs,elcaBeaw-nN,3,191.1,63.7,2021-10-16 00:00:00,2BJV0HG428
mr-ecanzmkatmooa.,"uhewtb7ritolnaunll7lelds.liglioen""eiepbag3)(woomamalbtoealiitonbtbleshiaeinudriaehlphamrlrta1nlttbcdv5t",aido|iOntuortrPruFtuoe,IIHLVAPL,6,839.94,139.99,2021-10-16 00:00:00,0M3T76VBXW
knamamazeco-tor.m,elowthccinrrdnpipksi4locsbkdadsetsifeeetsntoyr-rsoratfssdnlfodcstlaimdguxcleiinecdoheostfsettfenaossfr5adoa(aiw3xs)ruisonsshtlhnk,yuetBa,baneviIearllGMatiotkit,9,125.55,13.95,2021-10-16 00:00:00,08TB8HB47B
canar.amztomke-om,bnohadorupyiiwadodalcxraeaophtusnudrnagrwhoairsatnp8notfibdgertevpecsooforlkesgcidtleosraniorahgsrstnramsaiiouetnethlegdwe,oHme,ZOENCM,22,294.68,13.39,2021-10-16 00:00:00,5BPB84L06M
#NAME?,isesccetaAeivleocnpltaatoCeteapeacrdlnttencDCIge6sofI0D9undsvta9esgRtLtronteLsCelaeLneoA,htspteelSeHlunamp|,geteAseidDtanvgiav,22,480.92,21.86,2021-10-16 00:00:00,0374VHL6YB
-.camktoameraznom,pptchsetepibsretnasv1nns6g1pihrenebeokgontdsienohffoehniolpdtmalgspw+cctipoeirraigrayrifuisori[lcldebesna.pinn]ncirstthmodeamuois1gnd1icnetirtruoktwkteeg1crondisnu-tu,|sClPanlsoeesChe,BUUUN,25,347.25,13.89,2021-10-16 00:00:00,PB0C8XRR34
kmn.-toazmacomrea,cgaocpacetnkatlinkaafucmhcglkieeaickeimgnktldccroarkgbmsmctiihalrerbtiinortalmaulrattfacylaga,casatlp|riTocSt,MKDMAE,3,80.97,26.99,2021-10-16 00:00:00,8DHLYST50B
mz-mnrmat.caekoao,iw3HGl-rMOhrrnnViwesathraUirhEefHlGyrlarnEOLtGrMris-HAaoTarSiotihekiepOeOlbHiuolSfsisuRrtVaoysochiliegiHmtBpteR,sarreerHBna|CaamteeutTtyi|,OMVGRUEA,26,3588.0,138.0,2021-10-16 00:00:00,MPB898W08V
zena.mmcmo-kaaotr,eugae0eni0res0rnrlnrioom-eba02pf1lgupgaosnddatcndtsrdegocmk)es(2,ann,nna,6,149.94,24.99,2021-10-16 00:00:00,ZGHCJBL08J
omoa-dnz.aecctmir,"ituxlry""uner'rbdoenkoio-me'n7ammavh1""manurn6xiyhg2o",g|eHmRsuo,moxeynHmDai,3,76.98,25.66,2021-10-16 00:00:00,DBQ7XX0YJY
aztea-moomnac.mrk,aggaugjydkfsepsktiyfshemooaocanandrohxej02slrnentdlsmlbrnuclbatpar&peneaoescs4sahe0wrtekbmnj&alliyoioa-altojkanmlosonateaflwnrusnuoopedcyeaimiootr4uv,eCadGn|rocnyre,fKrta,17,167.45,9.85,2021-10-16 00:00:00,88B0MNBBPY
o.e-oancmmtraakmz,sesaioifruifcreip.plisrkcwklnlctmelustlthedpoothhenlnoleigteeeaneresolalinilhtenhpimsoadelltwoaolesmfebaerl3yl7ogialpalklpboparatngig,pu|eMyakBateu,ePoeseGlhtbsllie,28,356.32,12.73,2021-10-16 00:00:00,0PND9KB18Y
kao-.tozammnemacr,dhdutqoo0acif&tonwcs%entdcbiev1teesllravzrhhrbearrsuocitersbeuoebeehpgteevtoinlpioarc)ua(seiapamlrieofsrdwve0sedcneond3wiiir-zmtgbdrcpuelde,ieHgBeno|ddm,DtariWpmigiena,27,802.92,29.74,2021-10-16 00:00:00,BK2M8001H0
oocnetcaiz-.dmmar,rroiurumomotedelonsnosepssaowcnirwhpceosdciinimusnoeijmsseepesidoacdiomm,lm|e|tsoCnhShoeigWon,iposscaemisSnJ,7,202.93,28.99,2021-10-16 00:00:00,YC800BVASW
oroaac-emknztmma.,mneao)litsensgnseuotikwleilbknrgatkneisfenhgsio8etisreprswkeawiogvphno(ig(hkesisirlnsunwknanrosf)trmls,|mSehkWe|nierogoonSsehsan|tlC,KIWKOKP,4,151.96,37.99,2021-10-16 00:00:00,JB613L8082
koenacotamm.rma-z,"rccbt(cdvlcel""ek6yvuablcplppboarkoddatasvadess)rh1raocpekpgulcpacikoagateimaaokyb",uagCiggoglheL|nt,MOPRJAO,27,431.73,15.99,2021-10-16 00:00:00,6G007ZB0AB
#NAME?,nlcgateueihrleverotcbpiboailancafoelcemtrrsmsussn)dntortrs2eroetnagoerascnmio(oisposicalhinofdh,orrnvIseotieiAesreiuoocsc|mttA,MNOIIS,1,9.99,9.99,2021-10-16 00:00:00,D0ZZ8R9BV1
mnmaok.aareotcmz-,cdeeows42ra0st0ettimtnlg2scso3hzeggfifso(chlmsarm0p2g9lnb2uee1ra1t.i.et6g/iienc/boodryrc)mtilx5m1gaiidxtlchitbghk-ne0e4smga1,EnrrMhsor|elmaCo|eerisdcbuoctttpos,SMI,24,8378.16,349.09,2021-10-16 00:00:00,98ZR04L4JB
mataomn.rz-cmekoa,sf(oatlcsd.ueaobaltonhxpaiopcl1o-ilsvhsc9hcteonnmta-lamieneoemi2tsridlptgrrcnucbroee-p06ripohibtohnepnaptnaahprtr)natasypmc1oihatgrn5ckpnneieodsiere1r,lasCo|lsePhCnees,TONLI,17,169.83,9.99,2021-10-16 00:00:00,5HD8BW07HW
mratea.manm-ozock,enmrti0ap3ozlndlcwelinoruiraalaalteisnedmytiyeu.mno8iroenetcedfi,n|ier|BCiiCraooednutyaetaHr,Pnneeta,25,310.76,12.43,2021-10-16 00:00:00,TB3M42000F
o.nommemca-takraz,ktsvmcsuircirbfvelselectw-g4uifltn-ddpneerlrtnerpeeaernhstaoetteaedhdeebsaicoidoiocolddeieesydtryflsidseermdna,nbBeyBd|idag,YRDSEKEVDIYA,16,479.84,29.99,2021-10-16 00:00:00,KSPKYBB9D0
rc-eaotnomamid.zc,0smicateim0ugy01llleoths-fpizaiab1nld6du0vaenenw1nebkmqmgalaatctiilode0rabhub6hl9oi-,methuemsrvoIpHBglbotmei|Ln,BiAcanmoaszs,4,95.96,23.99,2021-10-16 00:00:00,QBB4YQ4D90
ma-ranmoe.ozcatkm,rr45mn00onwsddcmdis0(m605inelo06t1rte0af1elt5e0cten7siridf3dpo473os5t16di50dd6opdsl7eaw60t7)o3xt80dai0n7redg7l0.ntbe00aodetesi0ro16n3d5htli,ceCi|sascntmeea|serorLlEn,eeNwer,11,450.89,40.99,2021-10-16 00:00:00,KSPKYBB9D0
mzm.-cnterdioaaoc,argeefttooerior6u2llteinoi(iehhsmnolersrechntserpncpnruaeseegtttdge-4rifa4ovlaentnircscrksegtiou)alaps,reoc|iiInooAosmvrctisAueeterst,tetLserTiel,6,110.97,18.5,2021-10-16 00:00:00,V1Z0BQV6F0
coat-makoazr.nmem,linm6)e1h'lekrclzoodohbccwodipfyt(efrrefsi4etaseoamlsnbsocp,moteeSmftmyv|eHnaeIpro,fyStaerexmPay,5,144.95,28.99,2021-10-16 00:00:00,658089B3N7
adancoiet.-rcmomz,uso3Rr4nedb3dsantC0aplKisaot7eepS9CiaoNdlt-//pnuSpAteMM06eTs7mlp4tlol90C6t7,heSlealt|eHp,ltNaro,26,150.69,5.8,2021-10-16 00:00:00,AB0X50AVHY
at.azmoc-kmomarne,rh-rnwliatomutwaihorwtibhoiialcioftoopnenohogmheembiopapercitrmnidaoonrorsivoorifstfdsdnaohaie-ianoorthotnnefesgammcehhwsnttomn,uaa|HCS|timeoroyBrhaepa,aisleP,13,325.0,25.0,2021-10-16 00:00:00,0374VHL6YB
mea.atomzmkncoa-r,8nrneimt0de°mm0wireotpaventitnpcesannunre6cccwwseipobo0wrtrdrdpmuiatrgooei°pilynoacboovitffu-hgse02-kimslieaviwo1&prvaodcalm1rapseghrceeic3edgaetolneoboepisfetfthplcneno,omaceuibplscteomWcs|etrCEs|nr,TVESNI,7,279.93,39.99,2021-10-16 00:00:00,NK0V2B47K8
rmo.cmaa-koeztman,ostnemms2dsaoofuflemanmu1swpisqidstkettfestgpwlesaumerrmohesiyaraapfaakerrhcemuvrridlaats,titlos|onMemhgesCC|nu,lyo4ENst'ev,28,391.72,13.99,2021-10-16 00:00:00,HHNB3LV8C0
m.zon-oedmrccatia,(eaoogcwlytxyrnupcmrroonlhunpqa2clirre0blphbrrfg6rghrentuwberoshfryreueaiyhrctiidkdckono2ithaxcby)rciaanaifewokiriamnitu1sr,CBeunCrmaraSye|eai|tks,utageeNrno,7,55.72,7.96,2021-10-16 00:00:00,0QBTFX9BK9
mrtnmamk.e-aoozca,aabyweo(of.faca4af)kjlgtebkfsbgsayoysnplzln1f4a,oyGrrce,TffyLayffa,30,665.16,22.17,2021-10-16 00:00:00,88H0KXV3MB
.anmmrzdeccio-oat,kjvmeioilryjptrdpfoffidvf,sTb|Hyooisbe,DJI,31,9011.39,290.69,2021-10-16 00:00:00,5RBZM0RR8P
oaoea.mtkm-zcmarn,0aanaooiasleecpbdpabrdidmbwxaaldhisboewb1iaxirkaesgfedriwwrhnnxcwirxhxflalsitroltrivsh1eafdrbaragabypwzlslfataaeaeanocei,ayteBu,fscintaLee,23,412.91,17.95,2021-10-16 00:00:00,T0PT7ZBF29
m.m-czmeroanaokat,nllindscpiya&gsihcil&sgneitaomuycreegeorea.etfkf.ailnlcatdzg1ifiokvreuhokai&7iautgtzdnonndekmcrgemetceegeiliribtcirctc-ehtgecnhosscrrwipimnoiens,yBtuae,SenSldipikiimf,5,69.75,13.95,2021-10-16 00:00:00,8CL01Y3XB9
